# Ref. Cavity Transverse Wakefield for different offsets. Calculated by Rob Ainsworth with T3P (ACE3P)
# s[m] charge 0.5mm 1.0mm 3.0mm 3.5mm 4.0mm 4.5mm 5.0mm
4.293027999000000039e-02 2.999945466000029698e-11 -7.201401088789341487e-02 -1.493507918147538027e-01 -4.556476992483841082e-01 -5.444127675863696947e-01 -6.408527154085582600e-01 -7.475509573116261297e-01 -8.679055383978802052e-01
4.296025922999999885e-02 2.985397864556699694e-11 -7.194426455644770124e-02 -1.491772058262293421e-01 -4.549703702733245980e-01 -5.435399138796193075e-01 -6.397386193763158202e-01 -7.461354960553051585e-01 -8.661100625003693709e-01
4.299023847999999814e-02 2.970866311849599813e-11 -7.187319514091959627e-02 -1.490008090741496150e-01 -4.542844015999049079e-01 -5.426567968001319020e-01 -6.386125621880722747e-01 -7.447062937337260990e-01 -8.642989844403966559e-01
4.302021771999999661e-02 2.956351271202959824e-11 -7.180080262854905693e-02 -1.488216023848999703e-01 -4.535898020591200841e-01 -5.417634301378830841e-01 -6.374745645537515104e-01 -7.432633805564418106e-01 -8.624723472798035973e-01
4.305019697000000284e-02 2.941853183445119938e-11 -7.172708695331486695e-02 -1.486395864385808840e-01 -4.528865798437950452e-01 -5.408598268371564988e-01 -6.363246460715947794e-01 -7.418067852673972951e-01 -8.606301921631723806e-01
4.308017621000000130e-02 2.927372505623669895e-11 -7.165204818929267472e-02 -1.484547622471768247e-01 -4.521747443618204798e-01 -5.399460013793893065e-01 -6.351628282637085121e-01 -7.403365389944145392e-01 -8.587725631910313462e-01
4.311015546000000059e-02 2.912909672300469988e-11 -7.157568635402253299e-02 -1.482671306686080270e-01 -4.514543043593488014e-01 -5.390219673708279702e-01 -6.339891315061282340e-01 -7.388526713618583930e-01 -8.568995025028058876e-01
4.314013470999999988e-02 2.898465129360739922e-11 -7.149800158280661400e-02 -1.480766928360870982e-01 -4.507252695768384498e-01 -5.380877396684704550e-01 -6.328035777316576294e-01 -7.373552139142801609e-01 -8.550110546023829139e-01
4.317011394999999835e-02 2.884039319478299923e-11 -7.141899405486415442e-02 -1.478834499756939425e-01 -4.499876500451008288e-01 -5.371433334748779709e-01 -6.316061892768561892e-01 -7.358441986585362304e-01 -8.531072645124878617e-01
4.320009319999999764e-02 2.869632667690990032e-11 -7.133866391285501041e-02 -1.476874032100308209e-01 -4.492414553382778619e-01 -5.361887633821053045e-01 -6.303969876700289410e-01 -7.343196565376381990e-01 -8.511881758513926144e-01
4.323007244000000304e-02 2.855245615052309994e-11 -7.125701144829990619e-02 -1.474885540114095339e-01 -4.484866963014945695e-01 -5.352240455828919385e-01 -6.291759964332239718e-01 -7.327816209669343328e-01 -8.492538352849875460e-01
4.326005169000000233e-02 2.840878580172269951e-11 -7.117403688730034039e-02 -1.472869036789467290e-01 -4.477233830592904917e-01 -5.342491953226999879e-01 -6.279432378540715787e-01 -7.312301237642373497e-01 -8.473042874018827941e-01
4.329003094000000162e-02 2.826531992811570030e-11 -7.108974058032810350e-02 -1.470824538010979399e-01 -4.469515267717055762e-01 -5.332642291448005389e-01 -6.266987358277521514e-01 -7.296651987298213848e-01 -8.453395792159167366e-01
4.332001018000000009e-02 2.812206279439159976e-11 -7.100412292184794805e-02 -1.468752060594438746e-01 -4.461711388870070460e-01 -5.322691639342773673e-01 -6.254425146458026941e-01 -7.280868801180433447e-01 -8.433597582419155581e-01
4.334998942999999938e-02 2.797901848912950138e-11 -7.091718426327635327e-02 -1.466651620183306859e-01 -4.453822303516308256e-01 -5.312640159113797278e-01 -6.241745977262730394e-01 -7.264952010413503469e-01 -8.413648704962792824e-01
4.337996866999999784e-02 2.783619125897779940e-11 -7.082892511375749045e-02 -1.464523236104949278e-01 -4.445848134373562299e-01 -5.302488029607983488e-01 -6.228950105535201454e-01 -7.248901971613441741e-01 -8.393549651272580459e-01
4.340994791999999713e-02 2.769358512680920006e-11 -7.073934590807434697e-02 -1.462366925764888859e-01 -4.437788996353803084e-01 -5.292235419484969672e-01 -6.216037772936725547e-01 -7.232719024382896489e-01 -8.373300890897911186e-01
4.343992716000000254e-02 2.755120427271780144e-11 -7.064844724206389981e-02 -1.460182710326062561e-01 -4.429645017835241450e-01 -5.281882514298588127e-01 -6.203009242075600005e-01 -7.216403534111782703e-01 -8.352902925074632279e-01
4.346990641000000183e-02 2.740905265335070160e-11 -7.055622963342629561e-02 -1.457970608955095337e-01 -4.421416319149151786e-01 -5.271429489128265367e-01 -6.189864762042310842e-01 -7.199955848769853395e-01 -8.332356232678734820e-01
4.349988566000000112e-02 2.726713433442179966e-11 -7.046269373290121873e-02 -1.455730643903470900e-01 -4.413103031531341869e-01 -5.260876532676184159e-01 -6.176604598736255003e-01 -7.183376336894852221e-01 -8.311661317741880772e-01
4.352986489999999958e-02 2.712545334776129869e-11 -7.036784023447520409e-02 -1.453462838348412722e-01 -4.404705289049961614e-01 -5.250223836999082794e-01 -6.163229021929520490e-01 -7.166665371382421323e-01 -8.290818689169451305e-01
4.355984414999999887e-02 2.698401354976830085e-11 -7.027166977897296440e-02 -1.451167214093440627e-01 -4.396223220109863328e-01 -5.239471586740263032e-01 -6.149738291751389863e-01 -7.149823312619091320e-01 -8.269828839713034840e-01
4.358982338999999734e-02 2.684281895191390037e-11 -7.017418317640224112e-02 -1.448843796879912271e-01 -4.387656967110414308e-01 -5.228619984062691239e-01 -6.136132689982648492e-01 -7.132850547579302480e-01 -8.248692294707338224e-01
4.361980263999999663e-02 2.670187334320240049e-11 -7.007538114935008000e-02 -1.446492610258813816e-01 -4.379006663804801414e-01 -5.217669219949768733e-01 -6.122412484043522340e-01 -7.115747444873001815e-01 -8.227409556026440418e-01
4.364978188000000203e-02 2.656118066683840005e-11 -6.997526459310238200e-02 -1.444113681788913583e-01 -4.370272458153059980e-01 -5.206619503155505146e-01 -6.108577963290913182e-01 -7.098514400026126880e-01 -8.205981158450694757e-01
4.367976113000000132e-02 2.642074464401489855e-11 -6.987383431206803386e-02 -1.441707036762823746e-01 -4.361454489233430043e-01 -5.195471030975031823e-01 -6.094629402395703721e-01 -7.081151789829723819e-01 -8.184407612837329982e-01
4.370974038000000061e-02 2.628056910253440148e-11 -6.977109125269828627e-02 -1.439272703743491311e-01 -4.352552907575254482e-01 -5.184224014969225358e-01 -6.080567093560053094e-01 -7.063660012476692396e-01 -8.162689456020126855e-01
4.373971961999999908e-02 2.614065783553210034e-11 -6.966703640463295377e-02 -1.436810712211305241e-01 -4.343567866497469732e-01 -5.172878669994807055e-01 -6.066391332777407719e-01 -7.046039470428175910e-01 -8.140827229474598692e-01
4.376969886999999837e-02 2.600101446176679915e-11 -6.956167069538242431e-02 -1.434321090073095994e-01 -4.334499513028519657e-01 -5.161435202740493056e-01 -6.052102405516034400e-01 -7.028290552631131227e-01 -8.118821457259892682e-01
4.379967810999999683e-02 2.586164275199419839e-11 -6.945499523421368171e-02 -1.431803869428376341e-01 -4.325348008935954724e-01 -5.149893838269685720e-01 -6.037700619880029818e-01 -7.010413675723822235e-01 -8.096672697128461937e-01
4.382965736000000306e-02 2.572254625624789948e-11 -6.934701103095977648e-02 -1.429259079924203313e-01 -4.316113506521700449e-01 -5.138254789469989259e-01 -6.023186268465134940e-01 -6.992409236647258997e-01 -8.074381481774707270e-01
4.385963661000000235e-02 2.558372862941010061e-11 -6.923771924412414069e-02 -1.426686754612017383e-01 -4.306796169928540641e-01 -5.126518283924200725e-01 -6.008559661897651116e-01 -6.974277654274544380e-01 -8.051948370429817814e-01
4.388961585000000082e-02 2.544519349124709883e-11 -6.912712107518269311e-02 -1.424086927454472906e-01 -4.297396166058568001e-01 -5.114684552447985588e-01 -5.993821114520829774e-01 -6.956019351622589886e-01 -8.029373926816719687e-01
4.391959510000000011e-02 2.530694428812309970e-11 -6.901521765641603634e-02 -1.421459630696003118e-01 -4.287913655076479036e-01 -5.102753817141925108e-01 -5.978970929519915600e-01 -6.937634737427300635e-01 -8.006658696397092045e-01
4.394957433999999857e-02 2.516898461616330050e-11 -6.890201031003923005e-02 -1.418804900952201353e-01 -4.278348812406089774e-01 -5.090726319081043671e-01 -5.964009433391805892e-01 -6.919124248834963575e-01 -7.983803259157771226e-01
4.397955358999999786e-02 2.503131785227250060e-11 -6.878750024974383814e-02 -1.416122772200659741e-01 -4.268701803419184260e-01 -5.078602286472785332e-01 -5.948936936304757284e-01 -6.900488302321055034e-01 -7.960808168977252519e-01
4.400953283000000327e-02 2.489394752221439896e-11 -6.867168888299936269e-02 -1.413413282865161880e-01 -4.258972808951742572e-01 -5.066381966748234600e-01 -5.933753772006838956e-01 -6.881727343064377722e-01 -7.937674014595238470e-01
4.403951208000000256e-02 2.475687693319130108e-11 -6.855457750564969421e-02 -1.410676468656980598e-01 -4.249161999554224023e-01 -5.054065594204436573e-01 -5.918460257589844842e-01 -6.862841795196547023e-01 -7.914401358228780881e-01
4.406949133000000185e-02 2.462010949478720139e-11 -6.843616757139675544e-02 -1.407912368880269438e-01 -4.239269558146617767e-01 -5.041653418466490733e-01 -5.903056728850858415e-01 -6.843832105504531471e-01 -7.890990789469386479e-01
4.409947057000000031e-02 2.448364858099530105e-11 -6.831646057700327401e-02 -1.405121023742502695e-01 -4.229295670357453574e-01 -5.029145692344064722e-01 -5.887543525188831950e-01 -6.824698724760702717e-01 -7.867442902238206415e-01
4.412944981999999960e-02 2.434749739406780145e-11 -6.819545794096661118e-02 -1.402302471528982797e-01 -4.219240514454239976e-01 -5.016542659205315280e-01 -5.871920973948233646e-01 -6.805442088429757286e-01 -7.843758271044553032e-01
4.415942905999999807e-02 2.421165928284129924e-11 -6.807316128370621833e-02 -1.399456755137078456e-01 -4.209104284679265340e-01 -5.003844582228709204e-01 -5.856189426691792432e-01 -6.786062661405251051e-01 -7.819937506017375917e-01
4.418940830999999736e-02 2.407613737937869969e-11 -6.794957210470163600e-02 -1.396583914554700989e-01 -4.198887164410380901e-01 -4.991051710752693604e-01 -5.840349217490504730e-01 -6.766560886604203739e-01 -7.795981189658133248e-01
4.421938755999999665e-02 2.394093491636560065e-11 -6.782469206739016876e-02 -1.393683993487289385e-01 -4.188589349766982939e-01 -4.978164309841873192e-01 -5.824400699566192330e-01 -6.746937230116980544e-01 -7.771889932327803452e-01
4.424936680000000205e-02 2.380605509066410078e-11 -6.769852287819591585e-02 -1.390757036535998636e-01 -4.178211039538834992e-01 -4.965182647656788961e-01 -5.808344229645152623e-01 -6.727192161920617641e-01 -7.747664348506904108e-01
4.427934605000000134e-02 2.367150092878680092e-11 -6.757106615895552837e-02 -1.387803086237695827e-01 -4.167752424710002845e-01 -4.952106982351435760e-01 -5.792180151772544638e-01 -6.707326135984518212e-01 -7.723305032386037494e-01
4.430932528999999981e-02 2.353727560153410130e-11 -6.744232374231037830e-02 -1.384822189911041890e-01 -4.157213712733919264e-01 -4.938937592432950385e-01 -5.775908834866054775e-01 -6.687339636439848523e-01 -7.698812614494479067e-01
4.433930453999999910e-02 2.340338206491470012e-11 -6.731229733136601112e-02 -1.381814391768067807e-01 -4.146595099612606083e-01 -4.925674741857817840e-01 -5.759530629573809124e-01 -6.667233124551283918e-01 -7.674187696678241855e-01
4.436928377999999756e-02 2.326982341830099850e-11 -6.718098884305429008e-02 -1.378779740866471482e-01 -4.135896798006201691e-01 -4.912318715165456262e-01 -5.743045911686369687e-01 -6.647007092032736209e-01 -7.649430917444467459e-01
4.439926302999999685e-02 2.313660254711930034e-11 -6.704840006115732332e-02 -1.375718283084412519e-01 -4.125119008884595151e-01 -4.898869782080030877e-01 -5.726455038423364785e-01 -6.626662007370840435e-01 -7.624542886238474537e-01
4.442924228000000308e-02 2.300372243496629918e-11 -6.691453294210082670e-02 -1.372630068192402242e-01 -4.114261946443701357e-01 -4.885328228629021163e-01 -5.709758386843455380e-01 -6.606198362945295832e-01 -7.599524241149570036e-01
4.445922152000000155e-02 2.287118602943499967e-11 -6.677938948481022818e-02 -1.369515146846253251e-01 -4.103325827469637144e-01 -4.871694343865767274e-01 -5.692956337441873460e-01 -6.585616654877879395e-01 -7.574375624255820227e-01
4.448920077000000084e-02 2.273899610998950090e-11 -6.664297159409141025e-02 -1.366373567442562831e-01 -4.092310860308871479e-01 -4.857968406127443628e-01 -5.676049257211714938e-01 -6.564917362284771185e-01 -7.549097656309416982e-01
4.451918000999999930e-02 2.260715559713700134e-11 -6.650528139680236817e-02 -1.363205383405907689e-01 -4.081217270451457102e-01 -4.844150714922704215e-01 -5.659037538920420607e-01 -6.544100995377348795e-01 -7.523690995518693692e-01
4.454915925999999859e-02 2.247566719967959928e-11 -6.636632087755625631e-02 -1.360010644801576685e-01 -4.070045271134000164e-01 -4.830241554293532857e-01 -5.641921555965700996e-01 -6.523168040191403838e-01 -7.498156270062665829e-01
4.457913849999999706e-02 2.234453376653029865e-11 -6.622609224592507227e-02 -1.356789406788948271e-01 -4.058795092939836979e-01 -4.816241229673484670e-01 -5.624701707741519563e-01 -6.502119014102812899e-01 -7.472494145845446356e-01
4.460911775000000329e-02 2.221375793584300059e-11 -6.608459756550154329e-02 -1.353541721099283945e-01 -4.047466953983525628e-01 -4.802150030755228949e-01 -5.607378373936864335e-01 -6.480954409940552496e-01 -7.446705258307935171e-01
4.463909700000000258e-02 2.208334244150699908e-11 -6.594183908048627252e-02 -1.350267643544116325e-01 -4.036061086123877706e-01 -4.787968264103676375e-01 -5.589951954651524169e-01 -6.459674745034669208e-01 -7.420790272206767568e-01
4.466907624000000104e-02 2.195328998139219897e-11 -6.579781907660897655e-02 -1.346967230821717876e-01 -4.024577723778246519e-01 -4.773696239219193393e-01 -5.572422853248397701e-01 -6.438280540250851391e-01 -7.394749856001610056e-01
4.469905549000000033e-02 2.182360308776280089e-11 -6.565253973570912838e-02 -1.343640537187052730e-01 -4.013017092345777526e-01 -4.759334254149124033e-01 -5.554791458691372696e-01 -6.416772298454291867e-01 -7.368584655614734968e-01
4.472903472999999880e-02 2.169428443065499972e-11 -6.550600347278764946e-02 -1.340287622169453463e-01 -4.001379435062430989e-01 -4.744882628857222118e-01 -5.537058186526631065e-01 -6.395150554531003895e-01 -7.342295355267186574e-01
4.475901397999999809e-02 2.156533647183099984e-11 -6.535821254823069582e-02 -1.336908541687254481e-01 -3.989664982139028981e-01 -4.730341666884769203e-01 -5.519223431819443304e-01 -6.373415817982402976e-01 -7.315882607617759659e-01
4.478899322999999738e-02 2.143676176706200149e-11 -6.520916940908895454e-02 -1.333503355851675953e-01 -3.977873977869254007e-01 -4.715711689021763742e-01 -5.501287610480753987e-01 -6.351568623321306450e-01 -7.289347095037754798e-01
4.481897247000000278e-02 2.130856283618679893e-11 -6.505887654373310180e-02 -1.330072125632795754e-01 -3.966006669044681021e-01 -4.700993018921519329e-01 -5.483251141611852342e-01 -6.329609508528581951e-01 -7.262689503412200764e-01
4.484895172000000207e-02 2.118074203541440024e-11 -6.490733633023997029e-02 -1.326614909398070030e-01 -3.954063292985666167e-01 -4.686185968269829805e-01 -5.465114429342402547e-01 -6.307538992939533129e-01 -7.235910495335059478e-01
4.487893096000000054e-02 2.105330185637940008e-11 -6.475455138822500123e-02 -1.323131770941430863e-01 -3.942044105285915645e-01 -4.671290871198108818e-01 -5.446877904996727526e-01 -6.285357628558908560e-01 -7.209010772432703495e-01
4.490891020999999983e-02 2.092624458509069886e-11 -6.460052417452501194e-02 -1.319622770256856648e-01 -3.929949347926237624e-01 -4.656308044756930498e-01 -5.428541978678100843e-01 -6.263065941129509762e-01 -7.181991003902193915e-01
4.493888944999999829e-02 2.079957264204249899e-11 -6.444525739092529792e-02 -1.316087972830868313e-01 -3.917779281333338970e-01 -4.641237828650665032e-01 -5.410107087909611367e-01 -6.240664489285464578e-01 -7.154851898282659217e-01
4.496886869999999758e-02 2.067328824320649937e-11 -6.428875357314822736e-02 -1.312527440275453872e-01 -3.905534152093831923e-01 -4.626080545242912678e-01 -5.391573648680147990e-01 -6.218153805031977344e-01 -7.127594131331347338e-01
4.499884794999999688e-02 2.054739369617040001e-11 -6.413101545259049241e-02 -1.308941238560260567e-01 -3.893214221310138945e-01 -4.610836534673514731e-01 -5.372942098398924005e-01 -6.195534445947177282e-01 -7.100218409275640408e-01
4.502882719000000228e-02 2.042189127284120023e-11 -6.397204580213891600e-02 -1.305329434498195551e-01 -3.880819752489156338e-01 -4.595506139853659522e-01 -5.354212877522479541e-01 -6.172806972848327023e-01 -7.072725441723679563e-01
4.505880644000000157e-02 2.029678308449220008e-11 -6.381184727559828518e-02 -1.301692092103803600e-01 -3.868350999057969530e-01 -4.580089691026990040e-01 -5.335386410694807902e-01 -6.149971926919284293e-01 -7.045115913975947830e-01
4.508878568000000003e-02 2.017207137452919941e-11 -6.365042277936884541e-02 -1.298029281042771543e-01 -3.855808233348630432e-01 -4.564587541612113442e-01 -5.316463150526539172e-01 -6.127029882832843999e-01 -7.017390551236522001e-01
4.511876492999999932e-02 2.004775818469859933e-11 -6.348777504456941390e-02 -1.294341066925039363e-01 -3.843191713321303382e-01 -4.549000027053569650e-01 -5.297443527341804126e-01 -6.103981387801618030e-01 -6.989550044883214852e-01
